"","marker","patient_id","group","Expression","signif","marker_title"
"58","CD29","RPs103B","RP",4.22325759426154,"**","CD29 **"
"59","CD29","RPS111B","MP",4.50147756689486,"**","CD29 **"
"60","CD29","RPS111B","RP",4.30102726654692,"**","CD29 **"
"61","CD29","RPS136B","MP",4.87240830365165,"**","CD29 **"
"62","CD29","RPS136B","RP",4.78175537023868,"**","CD29 **"
"63","CD29","RPs150B","MP",4.12865390612583,"**","CD29 **"
"64","CD29","RPs150B","RP",4.11021143152416,"**","CD29 **"
"65","CD29","RPs154B","MP",4.52525533711899,"**","CD29 **"
"66","CD29","RPs154B","RP",4.42702947972269,"**","CD29 **"
"67","CD3","RPs137B","MP",0,"","CD3 "
"68","CD3","RPs137B","RP",0,"","CD3 "
"69","CD3","RPs138B","MP",0,"","CD3 "
"70","CD3","RPs138B","RP",0,"","CD3 "
"71","CD3","RPs139B","MP",0,"","CD3 "
"72","CD3","RPs139B","RP",0,"","CD3 "
"73","CD3","RPs144B","MP",0,"","CD3 "
"74","CD3","RPs144B","RP",0,"","CD3 "
"75","CD3","RPs097B","MP",0,"","CD3 "
"76","CD3","RPs097B","RP",0,"","CD3 "
"77","CD3","RPs098B","MP",0,"","CD3 "
"78","CD3","RPs098B","RP",0,"","CD3 "
"79","CD3","RPs103B","MP",0,"","CD3 "
"80","CD3","RPs103B","RP",0,"","CD3 "
"81","CD3","RPS111B","MP",0,"","CD3 "
"82","CD3","RPS111B","RP",0,"","CD3 "
"83","CD3","RPS136B","MP",0,"","CD3 "
"84","CD3","RPS136B","RP",0,"","CD3 "
"85","CD3","RPs150B","MP",0,"","CD3 "
"86","CD3","RPs150B","RP",0,"","CD3 "
"87","CD3","RPs154B","MP",0,"","CD3 "
"88","CD3","RPs154B","RP",0,"","CD3 "
"89","CD31","RPs137B","MP",2.07375036015164,"***","CD31 ***"
"90","CD31","RPs137B","RP",2.28964540820724,"***","CD31 ***"
"91","CD31","RPs138B","MP",2.71611686688365,"***","CD31 ***"
"92","CD31","RPs138B","RP",2.94021339275435,"***","CD31 ***"
"93","CD31","RPs139B","MP",2.11894024754071,"***","CD31 ***"
"94","CD31","RPs139B","RP",2.38457105362689,"***","CD31 ***"
"95","CD31","RPs144B","MP",2.75237019749039,"***","CD31 ***"
"96","CD31","RPs144B","RP",2.96169887467186,"***","CD31 ***"
"97","CD31","RPs097B","MP",1.6131802446739,"***","CD31 ***"
"98","CD31","RPs097B","RP",1.89774820433277,"***","CD31 ***"
"99","CD31","RPs098B","MP",2.80942169624792,"***","CD31 ***"
"100","CD31","RPs098B","RP",3.02708508209507,"***","CD31 ***"
"101","CD31","RPs103B","MP",2.22915390420834,"***","CD31 ***"
"102","CD31","RPs103B","RP",2.41160506612801,"***","CD31 ***"
"103","CD31","RPS111B","MP",1.61101202669183,"***","CD31 ***"
"104","CD31","RPS111B","RP",1.98200897891944,"***","CD31 ***"
"105","CD31","RPS136B","MP",2.97321029806063,"***","CD31 ***"
"106","CD31","RPS136B","RP",3.13253868689484,"***","CD31 ***"
"107","CD31","RPs150B","MP",1.02962666069568,"***","CD31 ***"
"108","CD31","RPs150B","RP",1.43863936102229,"***","CD31 ***"
"109","CD31","RPs154B","MP",1.45150838715952,"***","CD31 ***"
"110","CD31","RPs154B","RP",1.81280757425138,"***","CD31 ***"
"111","CD36","RPs137B","MP",3.0147197919394,"*","CD36 *"
"112","CD36","RPs137B","RP",3.1064781623818,"*","CD36 *"
"113","CD36","RPs138B","MP",3.53469360996413,"*","CD36 *"
"114","CD36","RPs138B","RP",3.60940488042249,"*","CD36 *"
"115","CD36","RPs139B","MP",3.30239591257878,"*","CD36 *"
"116","CD36","RPs139B","RP",3.35451281356409,"*","CD36 *"
"117","CD36","RPs144B","MP",3.72585778810413,"*","CD36 *"
"118","CD36","RPs144B","RP",3.77214345240209,"*","CD36 *"
"119","CD36","RPs097B","MP",2.37210993394531,"*","CD36 *"
"120","CD36","RPs097B","RP",2.58639487826334,"*","CD36 *"
"121","CD36","RPs098B","MP",3.97986364126149,"*","CD36 *"
"122","CD36","RPs098B","RP",3.96923666770022,"*","CD36 *"
"123","CD36","RPs103B","MP",2.92749017841438,"*","CD36 *"
"124","CD36","RPs103B","RP",3.06236839064163,"*","CD36 *"
"125","CD36","RPS111B","MP",2.38698944775962,"*","CD36 *"
"126","CD36","RPS111B","RP",2.57042225474574,"*","CD36 *"
"127","CD36","RPS136B","MP",4.05043004552652,"*","CD36 *"
"128","CD36","RPS136B","RP",4.05820463770548,"*","CD36 *"
"129","CD36","RPs150B","MP",2.17413912169033,"*","CD36 *"
"130","CD36","RPs150B","RP",2.51415295919593,"*","CD36 *"
"131","CD36","RPs154B","MP",3.13474234854518,"*","CD36 *"
"132","CD36","RPs154B","RP",3.23774345367125,"*","CD36 *"
"133","CD40","RPs137B","MP",0,"***","CD40 ***"
"134","CD40","RPs137B","RP",0.120991768891547,"***","CD40 ***"
"135","CD40","RPs138B","MP",0,"***","CD40 ***"
"136","CD40","RPs138B","RP",0.265157169871672,"***","CD40 ***"
"137","CD40","RPs139B","MP",0,"***","CD40 ***"
"138","CD40","RPs139B","RP",0.197686906552972,"***","CD40 ***"
"139","CD40","RPs144B","MP",0.00545408617458131,"***","CD40 ***"
"140","CD40","RPs144B","RP",0.275953105345248,"***","CD40 ***"
"141","CD40","RPs097B","MP",0,"***","CD40 ***"
"142","CD40","RPs097B","RP",0.141948964273059,"***","CD40 ***"
"143","CD40","RPs098B","MP",0,"***","CD40 ***"
"144","CD40","RPs098B","RP",0.221950976957672,"***","CD40 ***"
"145","CD40","RPs103B","MP",0,"***","CD40 ***"
"146","CD40","RPs103B","RP",0.038846127701895,"***","CD40 ***"
"147","CD40","RPS111B","MP",0,"***","CD40 ***"
"148","CD40","RPS111B","RP",0.147843040354065,"***","CD40 ***"
"149","CD40","RPS136B","MP",0.0511917597940309,"***","CD40 ***"
"150","CD40","RPS136B","RP",0.349988950872288,"***","CD40 ***"
"151","CD40","RPs150B","MP",0.0183897358512572,"***","CD40 ***"
"152","CD40","RPs150B","RP",0.299956873651418,"***","CD40 ***"
"153","CD40","RPs154B","MP",0.0147467166809495,"***","CD40 ***"
"154","CD40","RPs154B","RP",0.293335442901141,"***","CD40 ***"
"155","CD41","RPs137B","MP",1.6676389108515,"***","CD41 ***"
"156","CD41","RPs137B","RP",1.9935951984646,"***","CD41 ***"
"157","CD41","RPs138B","MP",2.40069089691471,"***","CD41 ***"
"158","CD41","RPs138B","RP",2.75195095738595,"***","CD41 ***"
"159","CD41","RPs139B","MP",1.79062984022389,"***","CD41 ***"
"160","CD41","RPs139B","RP",2.16566086361297,"***","CD41 ***"
"161","CD41","RPs144B","MP",2.34709761930999,"***","CD41 ***"
"162","CD41","RPs144B","RP",2.68896150825059,"***","CD41 ***"
"163","CD41","RPs097B","MP",1.24844188111967,"***","CD41 ***"
"164","CD41","RPs097B","RP",1.62092197120789,"***","CD41 ***"
"165","CD41","RPs098B","MP",2.60568903787727,"***","CD41 ***"
"166","CD41","RPs098B","RP",2.80262851132384,"***","CD41 ***"
"167","CD41","RPs103B","MP",1.95828088396285,"***","CD41 ***"
"168","CD41","RPs103B","RP",2.28936931161221,"***","CD41 ***"
"169","CD41","RPS111B","MP",1.34491842448034,"***","CD41 ***"
"170","CD41","RPS111B","RP",1.78762798804536,"***","CD41 ***"
"171","CD41","RPS136B","MP",2.58288706700681,"***","CD41 ***"
"172","CD41","RPS136B","RP",2.85933646280413,"***","CD41 ***"
"173","CD41","RPs150B","MP",1.43782879218974,"***","CD41 ***"
"174","CD41","RPs150B","RP",1.87686236296285,"***","CD41 ***"
"175","CD41","RPs154B","MP",1.80424433274123,"***","CD41 ***"
"176","CD41","RPs154B","RP",2.27676389289117,"***","CD41 ***"
"177","CD42a","RPs137B","MP",4.44300007812674,"**","CD42a **"
"178","CD42a","RPs137B","RP",4.24518461245701,"**","CD42a **"
"179","CD42a","RPs138B","MP",4.59044257738492,"**","CD42a **"
"180","CD42a","RPs138B","RP",4.45088788049974,"**","CD42a **"
"181","CD42a","RPs139B","MP",4.70246753551061,"**","CD42a **"
"182","CD42a","RPs139B","RP",4.44127052806627,"**","CD42a **"
"183","CD42a","RPs144B","MP",4.80317923565675,"**","CD42a **"
"184","CD42a","RPs144B","RP",4.64445253532631,"**","CD42a **"
"185","CD42a","RPs097B","MP",3.59927931381446,"**","CD42a **"
"186","CD42a","RPs097B","RP",3.47903515475435,"**","CD42a **"
"187","CD42a","RPs098B","MP",4.18541757211396,"**","CD42a **"
"188","CD42a","RPs098B","RP",4.18358477100948,"**","CD42a **"
"189","CD42a","RPs103B","MP",4.24665221618819,"**","CD42a **"
"190","CD42a","RPs103B","RP",4.10443299391215,"**","CD42a **"
"191","CD42a","RPS111B","MP",3.90529026690196,"**","CD42a **"
"192","CD42a","RPS111B","RP",3.71735829867411,"**","CD42a **"
"193","CD42a","RPS136B","MP",4.7638599197652,"**","CD42a **"
"194","CD42a","RPS136B","RP",4.65335651993034,"**","CD42a **"
"195","CD42a","RPs150B","MP",4.93265862748565,"**","CD42a **"
"196","CD42a","RPs150B","RP",4.68448878078632,"**","CD42a **"
"197","CD42a","RPs154B","MP",5.07242170009783,"**","CD42a **"
"198","CD42a","RPs154B","RP",4.75726533490131,"**","CD42a **"
"199","CD42b","RPs137B","MP",3.33409858683499,"","CD42b "
"200","CD42b","RPs137B","RP",3.33409858683499,"","CD42b "
"201","CD42b","RPs138B","MP",3.70782892491032,"","CD42b "
"202","CD42b","RPs138B","RP",3.70782892491032,"","CD42b "
"203","CD42b","RPs139B","MP",3.38718762944252,"","CD42b "
"204","CD42b","RPs139B","RP",3.38718762944252,"","CD42b "
"205","CD42b","RPs144B","MP",3.80014020281838,"","CD42b "
"206","CD42b","RPs144B","RP",3.80014020281838,"","CD42b "
"207","CD42b","RPs097B","MP",3.00910638752009,"","CD42b "
"208","CD42b","RPs097B","RP",3.00910638752009,"","CD42b "
"209","CD42b","RPs098B","MP",3.96002745071834,"","CD42b "
"210","CD42b","RPs098B","RP",3.96002745071834,"","CD42b "
"211","CD42b","RPs103B","MP",3.38282397266379,"","CD42b "
"212","CD42b","RPs103B","RP",3.38282397266379,"","CD42b "
"213","CD42b","RPS111B","MP",3.09412313170846,"","CD42b "
"214","CD42b","RPS111B","RP",3.09412313170846,"","CD42b "
"215","CD42b","RPS136B","MP",3.78321499187061,"","CD42b "
"216","CD42b","RPS136B","RP",3.78321499187061,"","CD42b "
"217","CD42b","RPs150B","MP",3.51257807553691,"","CD42b "
"218","CD42b","RPs150B","RP",3.51257807553691,"","CD42b "
"219","CD42b","RPs154B","MP",3.36787499816071,"","CD42b "
"220","CD42b","RPs154B","RP",3.36787499816071,"","CD42b "
"221","CD45","RPs137B","MP",0.259393602145349,"***","CD45 ***"
"222","CD45","RPs137B","RP",0.549038833606656,"***","CD45 ***"
"223","CD45","RPs138B","MP",0.330235714232963,"***","CD45 ***"
"224","CD45","RPs138B","RP",0.725277743890647,"***","CD45 ***"
"225","CD45","RPs139B","MP",0.335648448151148,"***","CD45 ***"
"226","CD45","RPs139B","RP",0.700740530153181,"***","CD45 ***"
"227","CD45","RPs144B","MP",0.447015405715128,"***","CD45 ***"
"228","CD45","RPs144B","RP",0.824286702324699,"***","CD45 ***"
"229","CD45","RPs097B","MP",0.647486276661216,"***","CD45 ***"
"230","CD45","RPs097B","RP",1.04771334387028,"***","CD45 ***"
"231","CD45","RPs098B","MP",0.64354923267645,"***","CD45 ***"
"232","CD45","RPs098B","RP",1.0592832213332,"***","CD45 ***"
"233","CD45","RPs103B","MP",0.273383866324449,"***","CD45 ***"
"234","CD45","RPs103B","RP",0.637504311652883,"***","CD45 ***"
"235","CD45","RPS111B","MP",0.591221763401062,"***","CD45 ***"
"236","CD45","RPS111B","RP",1.06828990773704,"***","CD45 ***"
"237","CD45","RPS136B","MP",0.626425943900184,"***","CD45 ***"
"238","CD45","RPS136B","RP",1.06250415370422,"***","CD45 ***"
"239","CD45","RPs150B","MP",0.428839900501466,"***","CD45 ***"
"240","CD45","RPs150B","RP",0.82798076778239,"***","CD45 ***"
"241","CD45","RPs154B","MP",0.469383210314092,"***","CD45 ***"
"242","CD45","RPs154B","RP",0.885298173039878,"***","CD45 ***"
"243","CD47","RPs137B","MP",2.23319425149843,"***","CD47 ***"
"244","CD47","RPs137B","RP",2.52710137371185,"***","CD47 ***"
"245","CD47","RPs138B","MP",2.93754596521855,"***","CD47 ***"
"246","CD47","RPs138B","RP",3.20017825429918,"***","CD47 ***"
"247","CD47","RPs139B","MP",2.67003343442887,"***","CD47 ***"
"248","CD47","RPs139B","RP",2.95201215045722,"***","CD47 ***"
"249","CD47","RPs144B","MP",2.85080953926822,"***","CD47 ***"
"250","CD47","RPs144B","RP",3.14538911023188,"***","CD47 ***"
"251","CD47","RPs097B","MP",1.85650512051648,"***","CD47 ***"
"252","CD47","RPs097B","RP",2.22098849360501,"***","CD47 ***"
"253","CD47","RPs098B","MP",3.03944094887473,"***","CD47 ***"
"254","CD47","RPs098B","RP",3.28053064723725,"***","CD47 ***"
"255","CD47","RPs103B","MP",2.33701897270853,"***","CD47 ***"
"256","CD47","RPs103B","RP",2.65922501202163,"***","CD47 ***"
"257","CD47","RPS111B","MP",2.1022952150857,"***","CD47 ***"
"258","CD47","RPS111B","RP",2.45872958887751,"***","CD47 ***"
"259","CD47","RPS136B","MP",3.15302128376611,"***","CD47 ***"
"260","CD47","RPS136B","RP",3.3743492788218,"***","CD47 ***"
"261","CD47","RPs150B","MP",2.24572853598069,"***","CD47 ***"
"262","CD47","RPs150B","RP",2.59876873974209,"***","CD47 ***"
"263","CD47","RPs154B","MP",2.63828655273903,"***","CD47 ***"
"264","CD47","RPs154B","RP",2.96307144290149,"***","CD47 ***"
"265","CD61","RPs137B","MP",2.30948106988263,"***","CD61 ***"
"266","CD61","RPs137B","RP",2.52383232424836,"***","CD61 ***"
"267","CD61","RPs138B","MP",3.00175445602905,"***","CD61 ***"
"268","CD61","RPs138B","RP",3.24612819678141,"***","CD61 ***"
"269","CD61","RPs139B","MP",2.47198467427331,"***","CD61 ***"
"270","CD61","RPs139B","RP",2.68459645115898,"***","CD61 ***"
"271","CD61","RPs144B","MP",2.90155697785624,"***","CD61 ***"
"272","CD61","RPs144B","RP",3.1197873398304,"***","CD61 ***"
"273","CD61","RPs097B","MP",1.72550048857302,"***","CD61 ***"
"274","CD61","RPs097B","RP",2.03399714783172,"***","CD61 ***"
"275","CD61","RPs098B","MP",3.11833920513598,"***","CD61 ***"
"276","CD61","RPs098B","RP",3.28337979469331,"***","CD61 ***"
"277","CD61","RPs103B","MP",2.31783193994688,"***","CD61 ***"
"278","CD61","RPs103B","RP",2.56941439180637,"***","CD61 ***"
"279","CD61","RPS111B","MP",1.78927206633663,"***","CD61 ***"
"280","CD61","RPS111B","RP",2.15717901041399,"***","CD61 ***"
"281","CD61","RPS136B","MP",3.09806428270897,"***","CD61 ***"
"282","CD61","RPS136B","RP",3.26988547963434,"***","CD61 ***"
"283","CD61","RPs150B","MP",2.06684972877858,"***","CD61 ***"
"284","CD61","RPs150B","RP",2.3973797953009,"***","CD61 ***"
"285","CD61","RPs154B","MP",2.52836689318739,"***","CD61 ***"
"286","CD61","RPs154B","RP",2.81013124520759,"***","CD61 ***"
"287","CD62P","RPs137B","MP",0.333642850905192,"***","CD62P ***"
"288","CD62P","RPs137B","RP",0.632066163882873,"***","CD62P ***"
"289","CD62P","RPs138B","MP",0.168188082635315,"***","CD62P ***"
"290","CD62P","RPs138B","RP",0.395738744722159,"***","CD62P ***"
"291","CD62P","RPs139B","MP",0.164729035098205,"***","CD62P ***"
"292","CD62P","RPs139B","RP",0.469245962768752,"***","CD62P ***"
"293","CD62P","RPs144B","MP",0.323017203719591,"***","CD62P ***"
"294","CD62P","RPs144B","RP",0.623127799449913,"***","CD62P ***"
"295","CD62P","RPs097B","MP",0.0827722435057875,"***","CD62P ***"
"296","CD62P","RPs097B","RP",0.384599239237316,"***","CD62P ***"
"297","CD62P","RPs098B","MP",1.09257985999827,"***","CD62P ***"
"298","CD62P","RPs098B","RP",1.59373897981592,"***","CD62P ***"
"299","CD62P","RPs103B","MP",0.545569948914458,"***","CD62P ***"
"300","CD62P","RPs103B","RP",1.19120564918632,"***","CD62P ***"
"301","CD62P","RPS111B","MP",0.270036775523847,"***","CD62P ***"
"302","CD62P","RPS111B","RP",0.77712280966544,"***","CD62P ***"
"303","CD62P","RPS136B","MP",0.238985755176258,"***","CD62P ***"
"304","CD62P","RPS136B","RP",0.46496710705773,"***","CD62P ***"
"305","CD62P","RPs150B","MP",0,"***","CD62P ***"
"306","CD62P","RPs150B","RP",0.1591487352726,"***","CD62P ***"
"307","CD62P","RPs154B","MP",0.114602201059703,"***","CD62P ***"
"308","CD62P","RPs154B","RP",0.393589257430016,"***","CD62P ***"
"309","CD63","RPs137B","MP",0.18016550593126,"***","CD63 ***"
"310","CD63","RPs137B","RP",0.42249352295167,"***","CD63 ***"
"311","CD63","RPs138B","MP",0.22034739143013,"***","CD63 ***"
"312","CD63","RPs138B","RP",0.563846691503223,"***","CD63 ***"
"313","CD63","RPs139B","MP",0.128872653727723,"***","CD63 ***"
"314","CD63","RPs139B","RP",0.429026516030061,"***","CD63 ***"
"315","CD63","RPs144B","MP",0.251375789326418,"***","CD63 ***"
"316","CD63","RPs144B","RP",0.587214152961368,"***","CD63 ***"
"317","CD63","RPs097B","MP",0.274346503047414,"***","CD63 ***"
"318","CD63","RPs097B","RP",0.598659454139049,"***","CD63 ***"
"319","CD63","RPs098B","MP",0.457609561925348,"***","CD63 ***"
"320","CD63","RPs098B","RP",0.855055160501844,"***","CD63 ***"
"321","CD63","RPs103B","MP",0.301544445981009,"***","CD63 ***"
"322","CD63","RPs103B","RP",0.796620707918923,"***","CD63 ***"
"323","CD63","RPS111B","MP",0.368064016622078,"***","CD63 ***"
"324","CD63","RPS111B","RP",0.784399659018047,"***","CD63 ***"
"325","CD63","RPS136B","MP",0.248173677793743,"***","CD63 ***"
"326","CD63","RPS136B","RP",0.583249066405026,"***","CD63 ***"
"327","CD63","RPs150B","MP",0.271175240573848,"***","CD63 ***"
"328","CD63","RPs150B","RP",0.66357422387837,"***","CD63 ***"
"329","CD63","RPs154B","MP",0.216509435669376,"***","CD63 ***"
"330","CD63","RPs154B","RP",0.547960922224174,"***","CD63 ***"
"331","CD69","RPs137B","MP",1.97443668051928,"***","CD69 ***"
"332","CD69","RPs137B","RP",2.22665957579269,"***","CD69 ***"
"333","CD69","RPs138B","MP",2.1548087867127,"***","CD69 ***"
"334","CD69","RPs138B","RP",2.52166410021963,"***","CD69 ***"
"335","CD69","RPs139B","MP",2.18779478893051,"***","CD69 ***"
"336","CD69","RPs139B","RP",2.45231584313121,"***","CD69 ***"
"337","CD69","RPs144B","MP",1.35890454535751,"***","CD69 ***"
"338","CD69","RPs144B","RP",1.74719009727951,"***","CD69 ***"
"339","CD69","RPs097B","MP",2.5673083131284,"***","CD69 ***"
"340","CD69","RPs097B","RP",2.75881494374211,"***","CD69 ***"
"341","CD69","RPs098B","MP",2.19124893272961,"***","CD69 ***"
"342","CD69","RPs098B","RP",2.47460658846917,"***","CD69 ***"
"343","CD69","RPs103B","MP",1.91389886608801,"***","CD69 ***"
"344","CD69","RPs103B","RP",2.2153491713436,"***","CD69 ***"
"345","CD69","RPS111B","MP",2.75481939004043,"***","CD69 ***"
"346","CD69","RPS111B","RP",2.95261515434727,"***","CD69 ***"
"347","CD69","RPS136B","MP",2.23117216713143,"***","CD69 ***"
"348","CD69","RPS136B","RP",2.55237606163905,"***","CD69 ***"
"349","CD69","RPs150B","MP",1.97725000515176,"***","CD69 ***"
"350","CD69","RPs150B","RP",2.32492836196567,"***","CD69 ***"
"351","CD69","RPs154B","MP",1.78737149057799,"***","CD69 ***"
"352","CD69","RPs154B","RP",2.1530364945443,"***","CD69 ***"
"353","CD9","RPs137B","MP",4.75878451421568,"***","CD9 ***"
"354","CD9","RPs137B","RP",4.52720097330924,"***","CD9 ***"
"355","CD9","RPs138B","MP",5.26378177446219,"***","CD9 ***"
"356","CD9","RPs138B","RP",5.09095628204189,"***","CD9 ***"
"357","CD9","RPs139B","MP",4.90490467395445,"***","CD9 ***"
"358","CD9","RPs139B","RP",4.62139433672563,"***","CD9 ***"
"359","CD9","RPs144B","MP",5.23382661837759,"***","CD9 ***"
"360","CD9","RPs144B","RP",5.03084710876384,"***","CD9 ***"
"361","CD9","RPs097B","MP",4.32194474625551,"***","CD9 ***"
"362","CD9","RPs097B","RP",4.16992645282992,"***","CD9 ***"
"363","CD9","RPs098B","MP",5.19867458299137,"***","CD9 ***"
"364","CD9","RPs098B","RP",4.98466585673633,"***","CD9 ***"
"365","CD9","RPs103B","MP",4.89922403460714,"***","CD9 ***"
"366","CD9","RPs103B","RP",4.7323904664634,"***","CD9 ***"
"367","CD9","RPS111B","MP",4.5839417929584,"***","CD9 ***"
"368","CD9","RPS111B","RP",4.34292419873713,"***","CD9 ***"
"369","CD9","RPS136B","MP",5.22740244575207,"***","CD9 ***"
"370","CD9","RPS136B","RP",5.07241155156326,"***","CD9 ***"
"371","CD9","RPs150B","MP",4.71974012978906,"***","CD9 ***"
"372","CD9","RPs150B","RP",4.57697848862218,"***","CD9 ***"
"373","CD9","RPs154B","MP",5.01793704387748,"***","CD9 ***"
"374","CD9","RPs154B","RP",4.81151705929068,"***","CD9 ***"
"375","DNA1","RPs137B","MP",2.85723295836074,"***","DNA1 ***"
"376","DNA1","RPs137B","RP",3.3864974698786,"***","DNA1 ***"
"377","DNA1","RPs138B","MP",3.05780046111442,"***","DNA1 ***"
"378","DNA1","RPs138B","RP",3.72777366306964,"***","DNA1 ***"
"379","DNA1","RPs139B","MP",2.38520144221608,"***","DNA1 ***"
"380","DNA1","RPs139B","RP",2.84112419928328,"***","DNA1 ***"
"381","DNA1","RPs144B","MP",2.54129071159525,"***","DNA1 ***"
"382","DNA1","RPs144B","RP",3.12717531096133,"***","DNA1 ***"
"383","DNA1","RPs097B","MP",2.6684833641628,"***","DNA1 ***"
"384","DNA1","RPs097B","RP",3.25928333428445,"***","DNA1 ***"
"385","DNA1","RPs098B","MP",2.94461994322166,"***","DNA1 ***"
"386","DNA1","RPs098B","RP",3.5950577576929,"***","DNA1 ***"
"387","DNA1","RPs103B","MP",2.39004150691318,"***","DNA1 ***"
"388","DNA1","RPs103B","RP",2.93628146805864,"***","DNA1 ***"
"389","DNA1","RPS111B","MP",3.08869138085633,"***","DNA1 ***"
"390","DNA1","RPS111B","RP",3.49983267257641,"***","DNA1 ***"
"391","DNA1","RPS136B","MP",3.2074517205403,"***","DNA1 ***"
"392","DNA1","RPS136B","RP",3.8041139677567,"***","DNA1 ***"
"393","DNA1","RPs150B","MP",2.96469921867672,"***","DNA1 ***"
"394","DNA1","RPs150B","RP",3.49145906464866,"***","DNA1 ***"
"395","DNA1","RPs154B","MP",3.06248717099764,"***","DNA1 ***"
"396","DNA1","RPs154B","RP",3.52882124678993,"***","DNA1 ***"
"397","DNA2","RPs137B","MP",3.54335596686517,"***","DNA2 ***"
"398","DNA2","RPs137B","RP",4.10943718202452,"***","DNA2 ***"
"399","DNA2","RPs138B","MP",3.78233416671976,"***","DNA2 ***"
"400","DNA2","RPs138B","RP",4.43614378725921,"***","DNA2 ***"
"401","DNA2","RPs139B","MP",2.93026461272403,"***","DNA2 ***"
"402","DNA2","RPs139B","RP",3.61106565690874,"***","DNA2 ***"
"403","DNA2","RPs144B","MP",3.18070354922091,"***","DNA2 ***"
"404","DNA2","RPs144B","RP",3.86795690796841,"***","DNA2 ***"
"405","DNA2","RPs097B","MP",3.37619811495468,"***","DNA2 ***"
"406","DNA2","RPs097B","RP",3.9885302434374,"***","DNA2 ***"
"407","DNA2","RPs098B","MP",3.63238658012938,"***","DNA2 ***"
"408","DNA2","RPs098B","RP",4.32838248150252,"***","DNA2 ***"
"409","DNA2","RPs103B","MP",2.90534806982546,"***","DNA2 ***"
"410","DNA2","RPs103B","RP",3.67640966332904,"***","DNA2 ***"
"411","DNA2","RPS111B","MP",3.74683140123876,"***","DNA2 ***"
"412","DNA2","RPS111B","RP",4.18807363955176,"***","DNA2 ***"
"413","DNA2","RPS136B","MP",3.94279464427565,"***","DNA2 ***"
"414","DNA2","RPS136B","RP",4.5295491323316,"***","DNA2 ***"
"415","DNA2","RPs150B","MP",3.6096314341427,"***","DNA2 ***"
